file,sr,duration_sec,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_flatness_mean,spectral_flatness_std,hf_energy_ratio_mean,hf_energy_ratio_std
ambient_01_apollo_output.wav,32000,5.06,470.060257533495,83.7190268730947,545.888440122392,124.53834793018981,889.1462933753943,116.27672787302343,2.616255e-06,2.7527758e-05,2.6737106e-07,3.0203043e-06
ambient_02_apollo_output.wav,32000,5.06,128.11270016424726,142.83052447948148,408.6199941503466,275.68881060584323,165.31940063091483,304.9956592204742,2.3875971e-05,0.00034093476,3.4204008e-06,4.883827e-05
ambient_03_apollo_output.wav,32000,5.06,764.1624367274322,123.97501361445977,793.3992198541606,172.0119983132514,1357.6498422712934,371.6073858459689,1.3440078e-05,0.00013313202,1.6371843e-06,1.7498432e-05
ambient_04_apollo_output.wav,32000,5.06,338.15582044096095,74.26673319303102,413.7769633701187,182.3332767037148,422.17074132492115,148.88985644075575,8.224492e-06,0.00012422647,1.0781504e-06,1.6666108e-05
ambient_05_apollo_output.wav,32000,5.06,439.63900666875605,130.18126048084093,538.354888498728,177.24619946759873,729.5938485804417,207.26177406026414,1.0346963e-05,0.00016747716,1.5080698e-06,2.4877216e-05
drums_01_apollo_output.wav,32000,5.06,3871.4714140064884,1868.4597628574784,3577.7925846439093,692.3228214558847,7884.118690851735,3069.526237196798,0.010811651,0.016835757,0.017759452,0.028514313
drums_02_apollo_output.wav,32000,5.06,4426.898457347604,946.1607001693236,3723.4148434263607,203.69207210226563,8735.114353312303,1200.1765494037857,0.053267516,0.04866675,0.041361354,0.04193245
drums_03_apollo_output.wav,32000,5.06,3129.1021798802326,1452.7719508506298,3622.346833545656,596.0147351752488,6975.4041798107255,2880.726897185408,0.020127796,0.043587994,0.01805038,0.0465539
drums_04_apollo_output.wav,32000,5.06,4829.533717816415,651.0153579156677,4008.099005210002,258.357046708496,9804.81072555205,1002.6824229361401,0.08989101,0.045807146,0.07437668,0.05067014
drums_05_apollo_output.wav,32000,5.06,3678.678457705007,1819.1464624752,3620.3150426282514,616.4465038665379,7427.001182965299,3206.2106300502805,0.048476603,0.05924555,0.04112349,0.058323633
electronic_01_apollo_output.wav,32000,5.06,4161.324038483682,1730.57458640776,4482.237254453517,712.433683239191,9525.384463722397,3395.962238329694,0.017354174,0.023942564,0.033448916,0.053774364
electronic_02_apollo_output.wav,32000,5.06,736.7021476681493,670.5717435851167,1046.2993696168028,1107.3781375364701,1231.3190063091483,2051.007608492519,0.00015167083,0.00056680175,0.0002955458,0.0014747302
electronic_03_apollo_output.wav,32000,5.06,305.39609851941555,184.2116131679251,492.79286633270425,270.4873693275355,493.5429810725552,396.9731262060892,9.942722e-06,0.00010181001,1.1936866e-06,1.5686795e-05
electronic_04_apollo_output.wav,32000,5.06,1526.7829126731494,1109.7375766124549,1822.1669246678075,1040.639936877144,3141.8079652996844,2519.6056611577555,0.0034250105,0.013341022,0.0015520669,0.0067759217
electronic_05_apollo_output.wav,32000,5.06,411.7319180728601,530.3434902506209,694.9970033197234,564.5121203614161,698.7381703470031,1021.3911375827649,0.00032315747,0.0018853848,6.970851e-05,0.00047326917
guitar_01_apollo_output.wav,32000,5.06,719.1266673721339,264.26560701973676,1513.379751255096,441.6069523629105,964.6096214511041,877.6461146123638,4.843965e-05,0.00014888846,3.692976e-05,8.756357e-05
guitar_02_apollo_output.wav,32000,5.06,704.2087295971946,288.5908928928975,1411.2427093685503,542.6261347883827,842.2220031545742,786.5954589645012,5.732935e-05,0.00025130325,5.201066e-05,0.0001650084
guitar_03_apollo_output.wav,32000,5.06,2535.0784690052187,880.0494603649147,3387.611393593228,627.9709704375529,6051.311119873817,2407.6115688670293,0.0054021627,0.008515192,0.005428978,0.008390271
guitar_04_apollo_output.wav,32000,5.06,1814.0929356303157,265.84610587499606,1374.580896095681,71.34899450808639,3384.9566246056784,277.76894204555185,2.7834094e-05,6.780107e-05,5.207115e-07,1.7284705e-06
guitar_05_apollo_output.wav,32000,5.06,1143.149823387231,353.63217500098364,1255.6783328803645,188.31897184250226,2664.777208201893,590.5782550802838,2.1548449e-05,0.00021514205,1.7680287e-06,2.124591e-05
orchestral_01_apollo_output.wav,32000,5.06,1580.860677676203,214.84316973961052,1594.7965138096165,173.87782628772484,3079.3572555205046,347.0045828673645,0.00035997535,0.00042944617,2.469129e-05,3.8394977e-05
orchestral_02_apollo_output.wav,32000,5.06,1310.5216930584243,311.91852679931225,1668.8892175669455,244.18538306147352,2576.8927444794954,547.7024696843204,0.00042582882,0.0005090627,5.0366736e-05,7.3850875e-05
orchestral_03_apollo_output.wav,32000,5.06,1024.3975669245124,116.03072760080387,1523.0052374568952,182.27771018570817,1702.4349369085173,248.8318369491559,0.0001066268,0.00018120595,1.6792024e-05,2.1915774e-05
orchestral_04_apollo_output.wav,32000,5.06,1972.7347597779576,552.8911956357254,2458.6769954614397,375.4216099781194,4267.448738170347,1078.1306009932619,0.0025970237,0.0036489554,0.0007078439,0.0011500592
orchestral_05_apollo_output.wav,32000,5.06,1027.2164979507609,271.14653462038143,1322.5410777832897,287.55722271423366,1765.9700315457412,759.2672462780556,0.00012947421,0.00080459716,2.8601326e-05,0.00012829909
piano_01_apollo_output.wav,32000,5.06,436.75310644326936,139.07498839818768,499.4383896081699,271.7357870088788,650.7294952681387,297.89721724794106,3.715101e-05,0.00045488565,5.4093425e-06,6.8344234e-05
piano_02_apollo_output.wav,32000,5.06,665.7703562357797,119.87246105331143,667.6389744913619,180.2151794036426,1027.2574921135647,242.35447720094098,6.8957465e-06,6.77052e-05,7.636084e-07,7.707657e-06
piano_03_apollo_output.wav,32000,5.06,676.8775488646361,81.02730556203811,736.7013177524022,113.64643528598192,1123.422712933754,148.3895502935798,5.571729e-06,4.4727127e-05,3.679478e-07,3.6149956e-06
piano_04_apollo_output.wav,32000,5.06,539.9269870240978,109.87458517323282,565.6340608546949,227.27221620084157,847.397476340694,178.9648571319754,1.4671213e-05,0.00016622513,1.9884142e-06,2.4064504e-05
piano_05_apollo_output.wav,32000,5.06,664.3881365289592,107.8034147136034,543.0629351268593,199.07805953368901,832.8568611987382,231.24874683402894,1.8700519e-05,0.00030219098,2.7080348e-06,4.481324e-05
